ontology_class,ontology_property,property_type,logical_element,physical_table,physical_column,xsd_type,required,sensitivity_tier,semantic_notes,cq_coverage
CustomerAccount,hasCreditLimit,Data Property,tmf_customer_account.credit_limit,tmf_customer_account,credit_limit,xsd:decimal,N,Internal,,
CustomerAccount,hasCurrencyCode,Data Property,tmf_customer_account.currency_code,tmf_customer_account,currency_code,xsd:string,N,Internal,,
CustomerAccount,hasCreatedAt,Data Property,tmf_customer_account.created_at,tmf_customer_account,created_at,xsd:dateTime,N,Internal,,
CustomerAccount,party,Object Property,tmf_customer_account.party_id → tmf_party,tmf_customer_account,party_id,→ Party,Y,Internal,FK to tmf_party; range class: Party,
CustomerBill,(class),OWL Class,tmf_customer_bill,tmf_customer_bill,(table),,Y,Confidential,A customer invoice per TMF678 Customer Bill Management.,"CQ-TMF03, CQ-TMF13"
CustomerBill,hasBillIri,Data Property,tmf_customer_bill.bill_iri,tmf_customer_bill,bill_iri,xsd:anyURI,N,Internal,,
CustomerBill,hasBillNumber,Data Property,tmf_customer_bill.bill_number,tmf_customer_bill,bill_number,xsd:string,Y,Internal,,
CustomerBill,hasBillType,Data Property,tmf_customer_bill.bill_type,tmf_customer_bill,bill_type,xsd:string,N,Internal,,
CustomerBill,hasBillingPeriodStart,Data Property,tmf_customer_bill.billing_period_start,tmf_customer_bill,billing_period_start,xsd:string,N,Internal,,
CustomerBill,hasBillingPeriodEnd,Data Property,tmf_customer_bill.billing_period_end,tmf_customer_bill,billing_period_end,xsd:string,N,Internal,,
CustomerBill,hasBillDate,Data Property,tmf_customer_bill.bill_date,tmf_customer_bill,bill_date,xsd:date,Y,Internal,,
CustomerBill,hasPaymentDueDate,Data Property,tmf_customer_bill.payment_due_date,tmf_customer_bill,payment_due_date,xsd:date,N,Internal,,
CustomerBill,hasAmountDue,Data Property,tmf_customer_bill.amount_due,tmf_customer_bill,amount_due,xsd:decimal,Y,Internal,,
CustomerBill,hasTaxAmount,Data Property,tmf_customer_bill.tax_amount,tmf_customer_bill,tax_amount,xsd:decimal,N,Internal,,
CustomerBill,hasPaymentMethod,Data Property,tmf_customer_bill.payment_method,tmf_customer_bill,payment_method,xsd:string,N,Internal,,
CustomerBill,hasCurrencyCode,Data Property,tmf_customer_bill.currency_code,tmf_customer_bill,currency_code,xsd:string,N,Internal,,
CustomerBill,hasState,Data Property,tmf_customer_bill.state,tmf_customer_bill,state,xsd:string,N,Internal,,
CustomerBill,hasDisputed,Data Property,tmf_customer_bill.disputed,tmf_customer_bill,disputed,xsd:integer,N,Internal,,
CustomerBill,hasDisputeReason,Data Property,tmf_customer_bill.dispute_reason,tmf_customer_bill,dispute_reason,xsd:string,N,Internal,,
CustomerBill,hasBillDocumentUrl,Data Property,tmf_customer_bill.bill_document_url,tmf_customer_bill,bill_document_url,xsd:string,N,Internal,,
CustomerBill,hasCreatedAt,Data Property,tmf_customer_bill.created_at,tmf_customer_bill,created_at,xsd:dateTime,N,Internal,,
CustomerBill,hasUpdatedAt,Data Property,tmf_customer_bill.updated_at,tmf_customer_bill,updated_at,xsd:dateTime,N,Internal,,
CustomerBill,customerAccount,Object Property,tmf_customer_bill.customer_account_id → tmf_customer_account,tmf_customer_bill,customer_account_id,→ CustomerAccount,Y,Internal,FK to tmf_customer_account; range class: CustomerAccount,
EventSubscription,(class),OWL Class,tmf_event_subscription,tmf_event_subscription,(table),,Y,Internal,An async event subscription per TMF630 §5 notification pattern.,CQ-002
EventSubscription,hasSubscriptionIri,Data Property,tmf_event_subscription.subscription_iri,tmf_event_subscription,subscription_iri,xsd:anyURI,N,Internal,,
EventSubscription,hasEventType,Data Property,tmf_event_subscription.event_type,tmf_event_subscription,event_type,xsd:string,Y,Internal,,
EventSubscription,hasEventDomain,Data Property,tmf_event_subscription.event_domain,tmf_event_subscription,event_domain,xsd:string,N,Internal,,
EventSubscription,hasFilterCriteria,Data Property,tmf_event_subscription.filter_criteria,tmf_event_subscription,filter_criteria,xsd:string,N,Internal,,
EventSubscription,hasCallbackUrl,Data Property,tmf_event_subscription.callback_url,tmf_event_subscription,callback_url,xsd:string,Y,Internal,,
EventSubscription,hasCallbackMethod,Data Property,tmf_event_subscription.callback_method,tmf_event_subscription,callback_method,xsd:string,N,Internal,,
EventSubscription,hasAuthHeader,Data Property,tmf_event_subscription.auth_header,tmf_event_subscription,auth_header,xsd:string,N,Internal,,
EventSubscription,hasStatus,Data Property,tmf_event_subscription.status,tmf_event_subscription,status,xsd:string,N,Internal,,
EventSubscription,hasRetryPolicy,Data Property,tmf_event_subscription.retry_policy,tmf_event_subscription,retry_policy,xsd:string,N,Internal,,
EventSubscription,hasLastDeliveredAt,Data Property,tmf_event_subscription.last_delivered_at,tmf_event_subscription,last_delivered_at,xsd:dateTime,N,Internal,,
EventSubscription,hasDeliveryFailures,Data Property,tmf_event_subscription.delivery_failures,tmf_event_subscription,delivery_failures,xsd:integer,N,Internal,,
EventSubscription,hasValidForStart,Data Property,tmf_event_subscription.valid_for_start,tmf_event_subscription,valid_for_start,xsd:string,N,Internal,,
EventSubscription,hasValidForEnd,Data Property,tmf_event_subscription.valid_for_end,tmf_event_subscription,valid_for_end,xsd:string,N,Internal,,
EventSubscription,hasCreatedAt,Data Property,tmf_event_subscription.created_at,tmf_event_subscription,created_at,xsd:dateTime,N,Internal,,
EventSubscription,hasUpdatedAt,Data Property,tmf_event_subscription.updated_at,tmf_event_subscription,updated_at,xsd:dateTime,N,Internal,,
EventSubscription,subscriberParty,Object Property,tmf_event_subscription.subscriber_party_id → tmf_party,tmf_event_subscription,subscriber_party_id,→ Party,N,Internal,FK to tmf_party; range class: Party,
GeographicSite,(class),OWL Class,tmf_geographic_site,tmf_geographic_site,(table),,Y,Internal,"A structured physical site record (data centre, cell tower, pop) per TMF674.","CQ-001, CQ-002"
GeographicSite,hasSiteIri,Data Property,tmf_geographic_site.site_iri,tmf_geographic_site,site_iri,xsd:anyURI,N,Internal,,
GeographicSite,hasName,Data Property,tmf_geographic_site.name,tmf_geographic_site,name,xsd:string,Y,Internal,,
GeographicSite,hasSiteType,Data Property,tmf_geographic_site.site_type,tmf_geographic_site,site_type,xsd:string,N,Internal,,
GeographicSite,hasDescription,Data Property,tmf_geographic_site.description,tmf_geographic_site,description,xsd:string,N,Internal,,
GeographicSite,hasSiteCategory,Data Property,tmf_geographic_site.site_category,tmf_geographic_site,site_category,xsd:string,N,Internal,,
GeographicSite,hasPowerSupply,Data Property,tmf_geographic_site.power_supply,tmf_geographic_site,power_supply,xsd:string,N,Internal,,
GeographicSite,hasCoolingType,Data Property,tmf_geographic_site.cooling_type,tmf_geographic_site,cooling_type,xsd:string,N,Internal,,
GeographicSite,hasRackCapacity,Data Property,tmf_geographic_site.rack_capacity,tmf_geographic_site,rack_capacity,xsd:integer,N,Internal,,
GeographicSite,hasOperationalStatus,Data Property,tmf_geographic_site.operational_status,tmf_geographic_site,operational_status,xsd:string,N,Internal,,
GeographicSite,hasLatitude,Data Property,tmf_geographic_site.latitude,tmf_geographic_site,latitude,xsd:decimal,N,Internal,,
GeographicSite,hasLongitude,Data Property,tmf_geographic_site.longitude,tmf_geographic_site,longitude,xsd:decimal,N,Internal,,
GeographicSite,hasCreatedAt,Data Property,tmf_geographic_site.created_at,tmf_geographic_site,created_at,xsd:dateTime,N,Internal,,
GeographicSite,hasUpdatedAt,Data Property,tmf_geographic_site.updated_at,tmf_geographic_site,updated_at,xsd:dateTime,N,Internal,,
GeographicSite,place,Object Property,tmf_geographic_site.place_id → tmf_place,tmf_geographic_site,place_id,→ GeographicLocation,N,Internal,FK to tmf_place; range class: GeographicLocation,
GeographicSite,ownerParty,Object Property,tmf_geographic_site.owner_party_id → tmf_party,tmf_geographic_site,owner_party_id,→ Party,N,Internal,FK to tmf_party; range class: Party,
NetworkSliceProfile,(class),OWL Class,tmf_network_slice_profile,tmf_network_slice_profile,(table),,Y,Internal,A 3GPP S-NSSAI-aligned network slice profile with SLA parameters per TMF645.,"CQ-TMF01, CQ-TMF11"
NetworkSliceProfile,hasProfileIri,Data Property,tmf_network_slice_profile.profile_iri,tmf_network_slice_profile,profile_iri,xsd:anyURI,N,Internal,,
NetworkSliceProfile,hasName,Data Property,tmf_network_slice_profile.name,tmf_network_slice_profile,name,xsd:string,Y,Internal,,
NetworkSliceProfile,hasSliceType,Data Property,tmf_network_slice_profile.slice_type,tmf_network_slice_profile,slice_type,xsd:string,Y,Internal,,
NetworkSliceProfile,hasSst,Data Property,tmf_network_slice_profile.sst,tmf_network_slice_profile,sst,xsd:integer,N,Internal,,
NetworkSliceProfile,hasSd,Data Property,tmf_network_slice_profile.sd,tmf_network_slice_profile,sd,xsd:string,N,Internal,,
NetworkSliceProfile,hasMaxDlThroughput,Data Property,tmf_network_slice_profile.max_dl_throughput,tmf_network_slice_profile,max_dl_throughput,xsd:decimal,N,Internal,,
NetworkSliceProfile,hasMaxUlThroughput,Data Property,tmf_network_slice_profile.max_ul_throughput,tmf_network_slice_profile,max_ul_throughput,xsd:decimal,N,Internal,,
NetworkSliceProfile,hasLatencyTargetMs,Data Property,tmf_network_slice_profile.latency_target_ms,tmf_network_slice_profile,latency_target_ms,xsd:decimal,N,Internal,,
NetworkSliceProfile,hasReliabilityTarget,Data Property,tmf_network_slice_profile.reliability_target,tmf_network_slice_profile,reliability_target,xsd:decimal,N,Internal,,
NetworkSliceProfile,hasMaxDevices,Data Property,tmf_network_slice_profile.max_devices,tmf_network_slice_profile,max_devices,xsd:integer,N,Internal,,
NetworkSliceProfile,hasLifecycleStatus,Data Property,tmf_network_slice_profile.lifecycle_status,tmf_network_slice_profile,lifecycle_status,xsd:string,N,Internal,,
NetworkSliceProfile,hasCreatedAt,Data Property,tmf_network_slice_profile.created_at,tmf_network_slice_profile,created_at,xsd:dateTime,N,Internal,,
NetworkSliceProfile,hasUpdatedAt,Data Property,tmf_network_slice_profile.updated_at,tmf_network_slice_profile,updated_at,xsd:dateTime,N,Internal,,
NetworkSliceProfile,resource,Object Property,tmf_network_slice_profile.resource_id → tmf_resource,tmf_network_slice_profile,resource_id,→ Resource,N,Internal,FK to tmf_resource; range class: Resource,
NetworkSliceProfile,agreement,Object Property,tmf_network_slice_profile.agreement_id → tmf_agreement,tmf_network_slice_profile,agreement_id,→ Agreement,N,Internal,FK to tmf_agreement; range class: Agreement,
Note,(class),OWL Class,tmf_note,tmf_note,(table),,Y,Internal,A free-text annotation linked to any TMF entity per SID Common ABE.,
Note,hasText,Data Property,tmf_note.text,tmf_note,text,xsd:string,Y,Internal,,
Note,hasAuthor,Data Property,tmf_note.author,tmf_note,author,xsd:string,N,Internal,,
Note,hasDate,Data Property,tmf_note.date,tmf_note,date,xsd:string,N,Internal,,
Note,hasNoteType,Data Property,tmf_note.note_type,tmf_note,note_type,xsd:string,N,Internal,,
Note,hasOwnerType,Data Property,tmf_note.owner_type,tmf_note,owner_type,xsd:string,Y,Internal,,
Note,owner,Object Property,tmf_note.owner_id → ?,tmf_note,owner_id,→ ?,Y,Internal,FK to ?; range class: ?,
Party,(class),OWL Class,tmf_party,tmf_party,(table),,Y,Confidential,An individual or organisation that plays a role in the business (TMF632).,"CQ-005, CQ-TMF04"
Party,hasPartyIri,Data Property,tmf_party.party_iri,tmf_party,party_iri,xsd:anyURI,N,Confidential,Persistent IRI for use in PROV-O provenance graphs and TMF632 external IDs.,CQ-005
Party,hasPartyType,Data Property,tmf_party.party_type,tmf_party,party_type,xsd:string,Y,Internal,,
Party,hasName,Data Property,tmf_party.name,tmf_party,name,xsd:string,Y,Internal,,
Party,hasGivenName,Data Property,tmf_party.given_name,tmf_party,given_name,xsd:string,N,Internal,,
Party,hasFamilyName,Data Property,tmf_party.family_name,tmf_party,family_name,xsd:string,N,Internal,,
Party,hasNationality,Data Property,tmf_party.nationality,tmf_party,nationality,xsd:string,N,Internal,,
Party,hasTradingName,Data Property,tmf_party.trading_name,tmf_party,trading_name,xsd:string,N,Internal,,
Party,hasOrgType,Data Property,tmf_party.org_type,tmf_party,org_type,xsd:string,N,Internal,,
Party,hasEmail,Data Property,tmf_party.email,tmf_party,email,xsd:string,N,Internal,,
Party,hasPhone,Data Property,tmf_party.phone,tmf_party,phone,xsd:string,N,Internal,,
Party,hasLifecycleStatus,Data Property,tmf_party.lifecycle_status,tmf_party,lifecycle_status,xsd:string,N,Internal,,
Party,hasCreatedAt,Data Property,tmf_party.created_at,tmf_party,created_at,xsd:dateTime,N,Internal,,
Party,hasUpdatedAt,Data Property,tmf_party.updated_at,tmf_party,updated_at,xsd:dateTime,N,Internal,,
Party,place,Object Property,tmf_party.place_id → tmf_place,tmf_party,place_id,→ GeographicLocation,N,Internal,FK to tmf_place; range class: GeographicLocation,
PartyRole,(class),OWL Class,tmf_party_role,tmf_party_role,(table),,Y,Internal,"A contextual role a party plays, such as Customer or Partner (TMF669).",CQ-005
PartyRole,hasRoleName,Data Property,tmf_party_role.role_name,tmf_party_role,role_name,xsd:string,Y,Internal,,
PartyRole,hasRoleType,Data Property,tmf_party_role.role_type,tmf_party_role,role_type,xsd:string,N,Internal,,
PartyRole,hasStatus,Data Property,tmf_party_role.status,tmf_party_role,status,xsd:string,N,Internal,,
PartyRole,hasValidFrom,Data Property,tmf_party_role.valid_from,tmf_party_role,valid_from,xsd:string,N,Internal,,
PartyRole,hasValidUntil,Data Property,tmf_party_role.valid_until,tmf_party_role,valid_until,xsd:string,N,Internal,,
PartyRole,hasCreatedAt,Data Property,tmf_party_role.created_at,tmf_party_role,created_at,xsd:dateTime,N,Internal,,
PartyRole,party,Object Property,tmf_party_role.party_id → tmf_party,tmf_party_role,party_id,→ Party,Y,Internal,FK to tmf_party; range class: Party,
PerformanceIndicator,(class),OWL Class,tmf_performance_indicator,tmf_performance_indicator,(table),,Y,Confidential,A KPI measurement or ML-derived metric with PROV-O provenance.,"CQ-008, CQ-TMF07"
PerformanceIndicator,hasKpiIri,Data Property,tmf_performance_indicator.kpi_iri,tmf_performance_indicator,kpi_iri,xsd:anyURI,N,Internal,,
PerformanceIndicator,hasName,Data Property,tmf_performance_indicator.name,tmf_performance_indicator,name,xsd:string,Y,Internal,,
PerformanceIndicator,hasDescription,Data Property,tmf_performance_indicator.description,tmf_performance_indicator,description,xsd:string,N,Internal,,
PerformanceIndicator,hasUnitOfMeasure,Data Property,tmf_performance_indicator.unit_of_measure,tmf_performance_indicator,unit_of_measure,xsd:string,N,Internal,,
PerformanceIndicator,hasKpiType,Data Property,tmf_performance_indicator.kpi_type,tmf_performance_indicator,kpi_type,xsd:string,N,Internal,,
PerformanceIndicator,hasNumericValue,Data Property,tmf_performance_indicator.numeric_value,tmf_performance_indicator,numeric_value,xsd:decimal,N,Internal,,
PerformanceIndicator,hasStringValue,Data Property,tmf_performance_indicator.string_value,tmf_performance_indicator,string_value,xsd:string,N,Internal,,
PerformanceIndicator,hasConfidenceScore,Data Property,tmf_performance_indicator.confidence_score,tmf_performance_indicator,confidence_score,xsd:decimal,N,Confidential,Numeric confidence in the measurement or derived value. Range 0.0–1.0.,CQ-008
PerformanceIndicator,hasDerivationMethod,Data Property,tmf_performance_indicator.derivation_method,tmf_performance_indicator,derivation_method,xsd:string,N,Internal,"How the value was obtained per PROV-O: MEASURED, INFERRED, IMPORTED, SYNTHESIZED.",CQ-008
PerformanceIndicator,hasSourceRef,Data Property,tmf_performance_indicator.source_ref,tmf_performance_indicator,source_ref,xsd:string,N,Internal,,
PerformanceIndicator,hasThresholdLow,Data Property,tmf_performance_indicator.threshold_low,tmf_performance_indicator,threshold_low,xsd:decimal,N,Internal,,
PerformanceIndicator,hasThresholdHigh,Data Property,tmf_performance_indicator.threshold_high,tmf_performance_indicator,threshold_high,xsd:decimal,N,Internal,,
PerformanceIndicator,hasBreachIndicator,Data Property,tmf_performance_indicator.breach_indicator,tmf_performance_indicator,breach_indicator,xsd:integer,N,Internal,,
PerformanceIndicator,hasObservedAt,Data Property,tmf_performance_indicator.observed_at,tmf_performance_indicator,observed_at,xsd:dateTime,Y,Internal,,
PerformanceIndicator,hasCreatedAt,Data Property,tmf_performance_indicator.created_at,tmf_performance_indicator,created_at,xsd:dateTime,N,Internal,,
PerformanceIndicator,resource,Object Property,tmf_performance_indicator.resource_id → tmf_resource,tmf_performance_indicator,resource_id,→ Resource,N,Internal,FK to tmf_resource; range class: Resource,
PerformanceIndicator,service,Object Property,tmf_performance_indicator.service_id → tmf_service,tmf_performance_indicator,service_id,→ Service,N,Internal,FK to tmf_service; range class: Service,
PerformanceIndicator,recordedByParty,Object Property,tmf_performance_indicator.recorded_by_party_id → tmf_party,tmf_performance_indicator,recorded_by_party_id,→ Party,N,Internal,FK to tmf_party; range class: Party,
GeographicLocation,(class),OWL Class,tmf_place,tmf_place,(table),,Y,Internal,"A geographic location, address, or site per TMF673/674/675.","CQ-001, CQ-002"
GeographicLocation,hasPlaceIri,Data Property,tmf_place.place_iri,tmf_place,place_iri,xsd:anyURI,N,Internal,,
GeographicLocation,hasName,Data Property,tmf_place.name,tmf_place,name,xsd:string,Y,Internal,,
GeographicLocation,hasPlaceType,Data Property,tmf_place.place_type,tmf_place,place_type,xsd:string,N,Internal,,
GeographicLocation,hasStreetNr,Data Property,tmf_place.street_nr,tmf_place,street_nr,xsd:string,N,Internal,,
GeographicLocation,hasStreetName,Data Property,tmf_place.street_name,tmf_place,street_name,xsd:string,N,Internal,,
GeographicLocation,hasCity,Data Property,tmf_place.city,tmf_place,city,xsd:string,N,Internal,,
GeographicLocation,hasStateOrProvince,Data Property,tmf_place.state_or_province,tmf_place,state_or_province,xsd:string,N,Internal,,
GeographicLocation,hasPostcode,Data Property,tmf_place.postcode,tmf_place,postcode,xsd:string,N,Internal,,
GeographicLocation,hasCountry,Data Property,tmf_place.country,tmf_place,country,xsd:string,N,Internal,,
GeographicLocation,hasLatitude,Data Property,tmf_place.latitude,tmf_place,latitude,xsd:decimal,N,Internal,,
GeographicLocation,hasLongitude,Data Property,tmf_place.longitude,tmf_place,longitude,xsd:decimal,N,Internal,,
GeographicLocation,hasLifecycleStatus,Data Property,tmf_place.lifecycle_status,tmf_place,lifecycle_status,xsd:string,N,Internal,,
GeographicLocation,hasCreatedAt,Data Property,tmf_place.created_at,tmf_place,created_at,xsd:dateTime,N,Internal,,
GeographicLocation,parentPlace,Object Property,tmf_place.parent_place_id → tmf_place,tmf_place,parent_place_id,→ GeographicLocation,N,Internal,FK to tmf_place; range class: GeographicLocation,
Policy,(class),OWL Class,tmf_policy,tmf_policy,(table),,Y,Internal,"A rule or constraint governing operations, network, or compliance.",CQ-006
Policy,hasPolicyIri,Data Property,tmf_policy.policy_iri,tmf_policy,policy_iri,xsd:anyURI,N,Internal,,
Policy,hasName,Data Property,tmf_policy.name,tmf_policy,name,xsd:string,Y,Internal,,
Policy,hasPolicyType,Data Property,tmf_policy.policy_type,tmf_policy,policy_type,xsd:string,N,Internal,,
Policy,hasDescription,Data Property,tmf_policy.description,tmf_policy,description,xsd:string,N,Internal,,
Policy,hasStatus,Data Property,tmf_policy.status,tmf_policy,status,xsd:string,N,Internal,,
Policy,hasVersion,Data Property,tmf_policy.version,tmf_policy,version,xsd:string,N,Internal,,
Policy,hasGoverningBody,Data Property,tmf_policy.governing_body,tmf_policy,governing_body,xsd:string,N,Internal,,
Policy,hasEffectiveFrom,Data Property,tmf_policy.effective_from,tmf_policy,effective_from,xsd:string,N,Internal,,
Policy,hasEffectiveUntil,Data Property,tmf_policy.effective_until,tmf_policy,effective_until,xsd:string,N,Internal,,
Policy,hasCreatedAt,Data Property,tmf_policy.created_at,tmf_policy,created_at,xsd:dateTime,N,Internal,,
Product,(class),OWL Class,tmf_product,tmf_product,(table),,Y,Confidential,A product instance subscribed to by a party per TMF637.,"CQ-004, CQ-TMF03"
Product,hasProductIri,Data Property,tmf_product.product_iri,tmf_product,product_iri,xsd:anyURI,N,Internal,,
Product,hasName,Data Property,tmf_product.name,tmf_product,name,xsd:string,Y,Internal,,
Product,hasStatus,Data Property,tmf_product.status,tmf_product,status,xsd:string,N,Internal,,
Product,hasStartDate,Data Property,tmf_product.start_date,tmf_product,start_date,xsd:date,N,Internal,,
Product,hasEndDate,Data Property,tmf_product.end_date,tmf_product,end_date,xsd:date,N,Internal,,
Product,hasCreatedAt,Data Property,tmf_product.created_at,tmf_product,created_at,xsd:dateTime,N,Internal,,
Product,hasUpdatedAt,Data Property,tmf_product.updated_at,tmf_product,updated_at,xsd:dateTime,N,Internal,,
Product,productOffering,Object Property,tmf_product.product_offering_id → tmf_product_offering,tmf_product,product_offering_id,→ ProductOffering,N,Internal,FK to tmf_product_offering; range class: ProductOffering,
Product,parentProduct,Object Property,tmf_product.parent_product_id → tmf_product,tmf_product,parent_product_id,→ Product,N,Internal,FK to tmf_product; range class: Product,
Product,realisingService,Object Property,tmf_product.realising_service_id → tmf_service,tmf_product,realising_service_id,→ Service,N,Internal,FK to tmf_service; range class: Service,
ProductOffering,(class),OWL Class,tmf_product_offering,tmf_product_offering,(table),,Y,Public,A commercial offering available to customers per TMF620.,CQ-004
ProductOffering,hasOfferingIri,Data Property,tmf_product_offering.offering_iri,tmf_product_offering,offering_iri,xsd:anyURI,N,Internal,,
ProductOffering,hasName,Data Property,tmf_product_offering.name,tmf_product_offering,name,xsd:string,Y,Internal,,
ProductOffering,hasDescription,Data Property,tmf_product_offering.description,tmf_product_offering,description,xsd:string,N,Internal,,
ProductOffering,hasVersion,Data Property,tmf_product_offering.version,tmf_product_offering,version,xsd:string,N,Internal,,
ProductOffering,hasIsBundle,Data Property,tmf_product_offering.is_bundle,tmf_product_offering,is_bundle,xsd:boolean,N,Internal,,
ProductOffering,hasLifecycleStatus,Data Property,tmf_product_offering.lifecycle_status,tmf_product_offering,lifecycle_status,xsd:string,N,Internal,,
ProductOffering,hasValidForStart,Data Property,tmf_product_offering.valid_for_start,tmf_product_offering,valid_for_start,xsd:string,N,Internal,,
ProductOffering,hasValidForEnd,Data Property,tmf_product_offering.valid_for_end,tmf_product_offering,valid_for_end,xsd:string,N,Internal,,
ProductOffering,hasCreatedAt,Data Property,tmf_product_offering.created_at,tmf_product_offering,created_at,xsd:dateTime,N,Internal,,
ProductOffering,productSpec,Object Property,tmf_product_offering.product_spec_id → tmf_product_spec,tmf_product_offering,product_spec_id,→ ProductSpecification,N,Internal,FK to tmf_product_spec; range class: ProductSpecification,
ProductOfferingQualification,(class),OWL Class,tmf_product_offering_qualification,tmf_product_offering_qualification,(table),,Y,Internal,Eligibility check for a product offering at a given location per TMF679.,CQ-TMF03
ProductOfferingQualification,hasPoqIri,Data Property,tmf_product_offering_qualification.poq_iri,tmf_product_offering_qualification,poq_iri,xsd:anyURI,N,Internal,,
ProductOfferingQualification,hasDescription,Data Property,tmf_product_offering_qualification.description,tmf_product_offering_qualification,description,xsd:string,N,Internal,,
ProductOfferingQualification,hasState,Data Property,tmf_product_offering_qualification.state,tmf_product_offering_qualification,state,xsd:string,N,Internal,,
ProductOfferingQualification,hasQualificationResult,Data Property,tmf_product_offering_qualification.qualification_result,tmf_product_offering_qualification,qualification_result,xsd:string,N,Internal,,
ProductOfferingQualification,hasEligibilityReason,Data Property,tmf_product_offering_qualification.eligibility_reason,tmf_product_offering_qualification,eligibility_reason,xsd:string,N,Internal,,
ProductOfferingQualification,hasFeasibilityCheck,Data Property,tmf_product_offering_qualification.feasibility_check,tmf_product_offering_qualification,feasibility_check,xsd:integer,N,Internal,,
ProductOfferingQualification,hasFeasibilityNotes,Data Property,tmf_product_offering_qualification.feasibility_notes,tmf_product_offering_qualification,feasibility_notes,xsd:string,N,Internal,,
ProductOfferingQualification,hasValidForStart,Data Property,tmf_product_offering_qualification.valid_for_start,tmf_product_offering_qualification,valid_for_start,xsd:string,N,Internal,,
ProductOfferingQualification,hasValidForEnd,Data Property,tmf_product_offering_qualification.valid_for_end,tmf_product_offering_qualification,valid_for_end,xsd:string,N,Internal,,
ProductOfferingQualification,hasRequestedAt,Data Property,tmf_product_offering_qualification.requested_at,tmf_product_offering_qualification,requested_at,xsd:dateTime,Y,Internal,,
ProductOfferingQualification,hasCreatedAt,Data Property,tmf_product_offering_qualification.created_at,tmf_product_offering_qualification,created_at,xsd:dateTime,N,Internal,,
ProductOfferingQualification,hasUpdatedAt,Data Property,tmf_product_offering_qualification.updated_at,tmf_product_offering_qualification,updated_at,xsd:dateTime,N,Internal,,
ProductOfferingQualification,requestedProductOffering,Object Property,tmf_product_offering_qualification.requested_product_offering_id → tmf_product_offering,tmf_product_offering_qualification,requested_product_offering_id,→ ProductOffering,N,Internal,FK to tmf_product_offering; range class: ProductOffering,
ProductOfferingQualification,customerAccount,Object Property,tmf_product_offering_qualification.customer_account_id → tmf_customer_account,tmf_product_offering_qualification,customer_account_id,→ CustomerAccount,N,Internal,FK to tmf_customer_account; range class: CustomerAccount,
ProductOfferingQualification,installAddress,Object Property,tmf_product_offering_qualification.install_address_id → tmf_place,tmf_product_offering_qualification,install_address_id,→ GeographicLocation,N,Internal,FK to tmf_place; range class: GeographicLocation,
ProductOrder,(class),OWL Class,tmf_product_order,tmf_product_order,(table),,Y,Confidential,"A customer request to provision, modify, or terminate a product (TMF622).","CQ-004, CQ-TMF03"
ProductOrder,hasOrderIri,Data Property,tmf_product_order.order_iri,tmf_product_order,order_iri,xsd:anyURI,N,Internal,,
ProductOrder,hasOrderDate,Data Property,tmf_product_order.order_date,tmf_product_order,order_date,xsd:date,Y,Internal,,
ProductOrder,hasCompletionDate,Data Property,tmf_product_order.completion_date,tmf_product_order,completion_date,xsd:date,N,Internal,,
ProductOrder,hasRequestedCompletion,Data Property,tmf_product_order.requested_completion,tmf_product_order,requested_completion,xsd:string,N,Internal,,
ProductOrder,hasOrderType,Data Property,tmf_product_order.order_type,tmf_product_order,order_type,xsd:string,N,Internal,,
ProductOrder,hasState,Data Property,tmf_product_order.state,tmf_product_order,state,xsd:string,N,Internal,,
ProductOrder,hasCreatedAt,Data Property,tmf_product_order.created_at,tmf_product_order,created_at,xsd:dateTime,N,Internal,,
ProductOrder,hasUpdatedAt,Data Property,tmf_product_order.updated_at,tmf_product_order,updated_at,xsd:dateTime,N,Internal,,
ProductOrder,customerAccount,Object Property,tmf_product_order.customer_account_id → tmf_customer_account,tmf_product_order,customer_account_id,→ CustomerAccount,N,Internal,FK to tmf_customer_account; range class: CustomerAccount,
ProductOrder,productOffering,Object Property,tmf_product_order.product_offering_id → tmf_product_offering,tmf_product_order,product_offering_id,→ ProductOffering,N,Internal,FK to tmf_product_offering; range class: ProductOffering,
ProductOrder,submittedBy,Object Property,tmf_product_order.submitted_by_id → tmf_party,tmf_product_order,submitted_by_id,→ Party,N,Internal,FK to tmf_party; range class: Party,
ProductSpecification,(class),OWL Class,tmf_product_spec,tmf_product_spec,(table),,Y,Public,Specification of a product type per SID Product domain/TMF620.,CQ-004
ProductSpecification,hasSpecIri,Data Property,tmf_product_spec.spec_iri,tmf_product_spec,spec_iri,xsd:anyURI,N,Internal,,
ProductSpecification,hasName,Data Property,tmf_product_spec.name,tmf_product_spec,name,xsd:string,Y,Internal,,
ProductSpecification,hasVersion,Data Property,tmf_product_spec.version,tmf_product_spec,version,xsd:string,N,Internal,,
ProductSpecification,hasProductNumber,Data Property,tmf_product_spec.product_number,tmf_product_spec,product_number,xsd:string,N,Internal,,
ProductSpecification,hasBrand,Data Property,tmf_product_spec.brand,tmf_product_spec,brand,xsd:string,N,Internal,,
ProductSpecification,hasDescription,Data Property,tmf_product_spec.description,tmf_product_spec,description,xsd:string,N,Internal,,
ProductSpecification,hasLifecycleStatus,Data Property,tmf_product_spec.lifecycle_status,tmf_product_spec,lifecycle_status,xsd:string,N,Internal,,
